prodcode	dmdcode	therapyevents	gemscriptcode	productname	drugsubstancename	substancestrength	formulation	routeofadministration	bnfcode	bnfheader	databasebuild
5545	522711000001106	16806	56175020	Serenace 500microgram capsules (Teva UK Ltd)	Haloperidol	500microgram	Capsule	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
86746	38938111000001108	0	95287021	Haloperidol 5mg tablets (Medihealth (Northern) Ltd)	Haloperidol	5mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	September 2022
13483	387311000001101	285	56182020	Serenace 20mg tablets (Teva UK Ltd)	Haloperidol	20mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
70584	8528311000001100	5	20069020	Haloperidol 500micrograms/5ml oral solution	Haloperidol	100microgram/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	October 2017
17379	196625001000027108	135	75300020	Haloperidol 1.5mg/5ml sugar free Oral solution	Haloperidol	1.5mg/5ml	Oral Solution	Oral	04020100/40120000	Antipsychotic Products/-	February 2009
22660	152111000001103	1504	58500020	Haldol 5mg tablets (Janssen-Cilag Ltd)	Haloperidol	5mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
76439	7377911000001106	0	68539020	Haloperidol 20mg tablets (Sandoz Ltd)	Haloperidol	20mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	May 2019
36771	12505611000001103	427	88468020	Haloperidol 250micrograms/5ml oral suspension	Haloperidol	50microgram/1ml	Oral suspension	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
28679	115245001000027101	0	63137020	Dozic 2mg/ml Oral solution (Rosemont Pharmaceuticals Ltd)	Haloperidol	2mg/ml	Oral Solution	Oral	04020100/40120000	Antipsychotic Products/-	February 2009
10435	115105001000027108	771	63114020	Haloperidol 10mg/ml Oral solution	Haloperidol	10mg/ml	Oral Solution	Oral	04020100/40120000	Antipsychotic Products/-	February 2009
28231	237945001000027100	158	87842020	Levinan 6mg Tablet (Link Pharmaceuticals Ltd)	Levomepromazine maleate	6mg	Tablet	Oral	04020100	Antipsychotic Products	February 2009
61083	21678411000001105	6	46328020	Levomepromazine 25mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)	Levomepromazine hydrochloride	25mg/1ml	Solution for injection	Intramuscular/Intravenous/Subcutaneous	04020101	First-Generation Antipsychotic Drugs	September 2014
7390	9536311000001104	22597	87840020	Levomepromazine 6mg tablets	Levomepromazine maleate	6mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
79762	8582811000001100	9	20263020	Levomepromazine 2.5mg/5ml oral suspension	Levomepromazine maleate	500microgram/1ml	Oral suspension	Oral	04020101	First-Generation Antipsychotic Drugs	January 2020
60250	13716811000001100	3	35127020	Levomepromazine 3mg/5ml oral solution	Levomepromazine maleate	600microgram/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	June 2014
59938	22658511000001107	2	16691021	Levomepromazine 25mg/1ml solution for injection ampoules (Wockhardt UK Ltd)	Levomepromazine hydrochloride	25mg/1ml	Solution for injection	Intramuscular/Intravenous/Subcutaneous	04020101	First-Generation Antipsychotic Drugs	May 2014
4442	4182911000001102	15620	52694020	Nozinan 25mg/1ml solution for injection ampoules (Sanofi)	Levomepromazine hydrochloride	25mg/1ml	Solution for injection	Intramuscular/Intravenous/Subcutaneous	04020101	First-Generation Antipsychotic Drugs	February 2009
65843	12646911000001102	8	32621020	Levomepromazine 6mg/5ml oral suspension	Levomepromazine maleate	1.2mg/1ml	Oral suspension	Oral	04020101	First-Generation Antipsychotic Drugs	April 2016
71201	33690711000001102	48	73510021	Levomepromazine 62.5mg/5ml oral suspension	Levomepromazine maleate	12.5mg/1ml	Oral suspension	Oral	04020101	First-Generation Antipsychotic Drugs	December 2017
5014	321461008	66381	64327020	Levomepromazine 25mg tablets	Levomepromazine maleate	25mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
6064	38895311000001102	115415	64326020	Levomepromazine 25mg/1ml solution for injection ampoules	Levomepromazine hydrochloride	25mg/1ml	Solution for injection	Intramuscular/Intravenous/Subcutaneous	04020101	First-Generation Antipsychotic Drugs	February 2009
70515	12646811000001107	26	32619020	Levomepromazine 6mg/5ml oral solution	Levomepromazine maleate	1.2mg/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	October 2017
72003	8583211000001107	1	20271020	Levomepromazine 5mg/5ml oral suspension	Levomepromazine maleate	1mg/1ml	Oral suspension	Oral	04020101	First-Generation Antipsychotic Drugs	April 2018
53951	12646611000001108	4	32615020	Levomepromazine 6.25mg/5ml oral solution	Levomepromazine maleate	1.25mg/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	March 2013
4232	701911000001108	11002	52695020	Nozinan 25mg tablets (Sanofi)	Levomepromazine maleate	25mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
49606	19809011000001101	595	38919020	Levinan 6mg tablets (Kyowa Kirin Ltd)	Levomepromazine maleate	6mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	January 2013
64673	12646111000001100	1	32605020	Levomepromazine 10mg/5ml oral suspension	Levomepromazine maleate	2mg/1ml	Oral suspension	Oral	04020101	First-Generation Antipsychotic Drugs	November 2015
60719	8583111000001101	2	20269020	Levomepromazine 5mg/5ml oral solution	Levomepromazine maleate	1mg/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	August 2014
85004	39819311000001104	5	98652021	Levomepromazine 3mg tablets	Levomepromazine maleate	3mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	November 2021
52846	16214511000001105	2	03365020	Nozinan 25mg/1ml solution for injection ampoules (Lexon (UK) Ltd)	Levomepromazine hydrochloride	25mg/1ml	Solution for injection	Intramuscular/Intravenous/Subcutaneous	04020101	First-Generation Antipsychotic Drugs	January 2013
65865	12646711000001104	2	32617020	Levomepromazine 6.25mg/5ml oral suspension	Levomepromazine maleate	1.25mg/1ml	Oral suspension	Oral	04020101	First-Generation Antipsychotic Drugs	April 2016
21339	123295001000027104	108	64330020	Veractil 25mg Tablet (Rhone-Poulenc Rorer Ltd)	Levomepromazine maleate	25mg	Tablet	Oral	04020100	Antipsychotic Products	February 2009
40782	258125001000027101	374	97323020	Levomepromazine 6mg Tablet	Levomepromazine Maleate	6mg	Tablet	Oral	04020100	Antipsychotic Products	November 2009
72037	27946311000001103	6	40583021	Levomepromazine 100mg tablets	Levomepromazine maleate	100mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	April 2018
84080	38931811000001107	38	95066021	Levomepromazine 50mg tablets	Levomepromazine maleate	50mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	June 2021
12630	39699711000001106	3609	71183020	Loxapine 50mg capsules	Loxapine succinate	50mg	Capsule	Oral	00000000	Unknown	February 2009
26800	3873611000001104	51	71178020	Loxapac 50mg capsules (Wyeth Pharmaceuticals)	Loxapine succinate	50mg	Capsule	Oral	00000000	Unknown	February 2009
20174	3872811000001108	289	71176020	Loxapac 10mg capsules (Wyeth Pharmaceuticals)	Loxapine succinate	10mg	Capsule	Oral	00000000	Unknown	February 2009
12615	39699611000001102	1907	71182020	Loxapine 25mg capsules	Loxapine succinate	25mg	Capsule	Oral	00000000	Unknown	February 2009
12616	39699511000001101	3799	71181020	Loxapine 10mg capsules	Loxapine succinate	10mg	Capsule	Oral	00000000	Unknown	February 2009
12619	4023011000001106	130	71177020	Loxapac 25mg capsules (Wyeth Pharmaceuticals)	Loxapine succinate	25mg	Capsule	Oral	00000000	Unknown	February 2009
68660	32687711000001109	0	68957021	Loxapine 9.1mg/dose inhalation powder	Loxapine	9.1mg	Inhalation powder	Inhalation	04020100	Antipsychotic Products	January 2017
62924	26655311000001106	2117	31244021	Lurasidone 18.5mg tablets	Lurasidone hydrochloride	18.5mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	April 2015
64210	26655011000001108	103	31249021	Latuda 74mg tablets (CNX Therapeutics Ltd)	Lurasidone hydrochloride	74mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	September 2015
62463	26654711000001106	258	31247021	Latuda 37mg tablets (CNX Therapeutics Ltd)	Lurasidone hydrochloride	37mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	March 2015
67717	26654411000001100	124	31245021	Latuda 18.5mg tablets (CNX Therapeutics Ltd)	Lurasidone hydrochloride	18.5mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	September 2016
62387	26655411000001104	6628	31246021	Lurasidone 37mg tablets	Lurasidone hydrochloride	37mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2015
62517	26655511000001100	8310	31248021	Lurasidone 74mg tablets	Lurasidone hydrochloride	74mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	March 2015
65944	19836311000001104	0	38969020	Olanzapine 2.5mg tablets (Viatris UK Healthcare Ltd)	Olanzapine	2.5mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	April 2016
57616	19561911000001104	22	78313020	Olanzapine 20mg tablets (Teva UK Ltd)	Olanzapine	20mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	October 2013
5653	321613007	219743	83404020	Olanzapine 7.5mg tablets	Olanzapine	7.5mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2009
16407	437611000001106	818	79499020	Zyprexa 15mg Velotabs (Eli Lilly and Company Ltd)	Olanzapine	15mg	Oral lyophilisate	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2009
36163	10878511000001107	595	92055020	Zyprexa 20mg tablets (Eli Lilly and Company Ltd)	Olanzapine	20mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2009
18453	337311000001109	4304	81008020	Zyprexa 2.5mg tablets (Eli Lilly and Company Ltd)	Olanzapine	2.5mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2009
13820	486611000001101	8040	83399020	Zyprexa 10mg tablets (Eli Lilly and Company Ltd)	Olanzapine	10mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2009
47098	19609511000001100	7531	00709021	Olanzapine 5mg orodispersible tablets sugar free	Olanzapine	5mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	May 2012
69121	17038711000001107	63	98331020	Olanzapine embonate 405mg powder and solvent for suspension for injection vials	Olanzapine embonate monohydrate	405mg	Powder and solvent for suspension for injection	Intramuscular	04020102/04020200	Second-Generation Antipsychotic Drugs/Antipsychotic Depot Injections	April 2017
70415	19561711000001101	1	78310020	Olanzapine 15mg tablets (Teva UK Ltd)	Olanzapine	15mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	October 2017
46422	17038211000001100	111	98329020	Olanzapine embonate 300mg powder and solvent for suspension for injection vials	Olanzapine embonate monohydrate	300mg	Powder and solvent for suspension for injection	Intramuscular	04020102/04020200	Second-Generation Antipsychotic Drugs/Antipsychotic Depot Injections	November 2011
71367	19607911000001100	126	78196020	Olanzapine 5mg orodispersible tablets sugar free (Accord Healthcare Ltd)	Olanzapine	5mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	January 2018
57270	14015911000001104	118	35326020	Olanzapine 2.5mg/5ml oral suspension	Olanzapine	500microgram/1ml	Oral suspension	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	September 2013
82417	20312811000001100	0	40529020	Olanzapine 2.5mg tablets (Sandoz Ltd)	Olanzapine	2.5mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	January 2021
55622	19626711000001106	19200	38414020	Olanzapine 10mg orodispersible tablets	Olanzapine	10mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	June 2013
18024	467011000001109	8014	83397020	Zyprexa 5mg tablets (Eli Lilly and Company Ltd)	Olanzapine	5mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2009
76775	36905011000001104	57	86799021	Olanzapine 2.5mg orodispersible tablets sugar free	Olanzapine	2.5mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	July 2019
74864	19623311000001103	32	78323020	Olanzapine 15mg orodispersible tablets (Teva UK Ltd)	Olanzapine	15mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2019
74855	19624211000001109	47	78326020	Olanzapine 20mg orodispersible tablets (Teva UK Ltd)	Olanzapine	20mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2019
79911	19587711000001107	3	03583020	Zalasta 2.5mg tablets (Consilient Health Ltd)	Olanzapine	2.5mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2020
47103	19609311000001106	2337	00723021	Olanzapine 15mg orodispersible tablets sugar free	Olanzapine	15mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	May 2012
78807	20009711000001103	7	40164020	Olanzapine 5mg orodispersible tablets (A A H Pharmaceuticals Ltd)	Olanzapine	5mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	November 2019
47256	321622008	984	00713021	Olanzapine 5mg oral lyophilisates sugar free	Olanzapine	5mg	Oral lyophilisate	Oral	00000000	Unknown	May 2012
61103	3434911000001100	554	38389020	Olanzapine 15mg oral lyophilisates sugar free	Olanzapine	15mg	Oral lyophilisate	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	September 2014
53556	321623003	2296	38834020	Olanzapine 10mg oral lyophilisates sugar free	Olanzapine	10mg	Oral lyophilisate	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	January 2013
13888	897111000001104	3838	78913020	Zyprexa 10mg Velotabs (Eli Lilly and Company Ltd)	Olanzapine	10mg	Oral lyophilisate	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2009
50214	19627011000001107	18230	38420020	Olanzapine 5mg orodispersible tablets	Olanzapine	5mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	January 2013
84756	19610111000001101	1	00593021	Zalasta 15mg orodispersible tablets (Consilient Health Ltd)	Olanzapine	15mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	October 2021
23431	5818311000001104	23	87556020	Olanzapine 10mg powder for solution for injection vials	Olanzapine	10mg	Powder for solution for injection	Intramuscular	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2009
58854	19558611000001108	16	78187020	Olanzapine 10mg tablets (Actavis UK Ltd)	Olanzapine	10mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2014
55667	19559411000001102	11	78190020	Olanzapine 15mg tablets (Actavis UK Ltd)	Olanzapine	15mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	June 2013
70219	19623611000001108	80	78317020	Olanzapine 5mg orodispersible tablets (Teva UK Ltd)	Olanzapine	5mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	September 2017
6850	376807001	254350	59434020	Olanzapine 15mg tablets	Olanzapine	15mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2009
68346	19588711000001108	5	09809020	Zalasta 20mg tablets (Consilient Health Ltd)	Olanzapine	20mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	December 2016
56577	3434911000001100	401	38868020	Olanzapine 15mg oral lyophilisates sugar free	Olanzapine	15mg	Oral lyophilisate	Oral	00000000	Unknown	August 2013
70542	19682711000001103	4	38400020	Olanzapine 5mg orodispersible tablets sugar free (Alliance Healthcare (Distribution) Ltd)	Olanzapine	5mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	October 2017
52001	19543711000001107	0	03580020	Olanzapine 2.5mg tablets (Aspire Pharma Ltd)	Olanzapine	2.5mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	January 2013
79436	19559811000001100	1	78193020	Olanzapine 20mg tablets (Actavis UK Ltd)	Olanzapine	20mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	December 2019
74902	19610411000001106	14	38394020	Zalasta 20mg orodispersible tablets (Consilient Health Ltd)	Olanzapine	20mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2019
81345	19838811000001109	0	38966020	Olanzapine 5mg tablets (Viatris UK Healthcare Ltd)	Olanzapine	5mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	July 2020
71734	17039011000001100	9	98335020	Zypadhera 405mg powder and solvent for suspension for injection vials (Eli Lilly and Company Ltd)	Olanzapine embonate monohydrate	405mg	Powder and solvent for suspension for injection	Intramuscular	04020102/04020200	Second-Generation Antipsychotic Drugs/Antipsychotic Depot Injections	April 2018
56193	321622008	1339	38833020	Olanzapine 5mg oral lyophilisates sugar free	Olanzapine	5mg	Oral lyophilisate	Oral	00000000	Unknown	August 2013
86782	36459811000001100	2	83262021	Olanzapine 5mg/5ml oral suspension	Olanzapine	1mg/1ml	Oral suspension	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	September 2022
21964	776911000001109	798	83398020	Zyprexa 7.5mg tablets (Eli Lilly and Company Ltd)	Olanzapine	7.5mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2009
63155	19558411000001105	46	78184020	Olanzapine 7.5mg tablets (Actavis UK Ltd)	Olanzapine	7.5mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	May 2015
19976	511111000001106	653	58203020	Zyprexa 15mg tablets (Eli Lilly and Company Ltd)	Olanzapine	15mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2009
47083	19626911000001108	2207	00731021	Olanzapine 20mg orodispersible tablets	Olanzapine	20mg	Orodispersible tablet	Oral	00000000	Unknown	May 2012
47152	19626811000001103	890	00725021	Olanzapine 15mg orodispersible tablets	Olanzapine	15mg	Orodispersible tablet	Oral	00000000	Unknown	May 2012
3281	321612002	1132395	83403020	Olanzapine 5mg tablets	Olanzapine	5mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2009
71670	19564211000001105	1	03548020	Olanzapine 5mg tablets (Alliance Healthcare (Distribution) Ltd)	Olanzapine	5mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2018
56072	19626911000001108	10194	38418020	Olanzapine 20mg orodispersible tablets	Olanzapine	20mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	August 2013
77885	36905111000001103	8	86801021	Olanzapine 7.5mg orodispersible tablets sugar free	Olanzapine	7.5mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	August 2019
63833	19920211000001102	0	39305020	Olanzapine 2.5mg tablets (Zentiva Pharma UK Ltd)	Olanzapine	2.5mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	July 2015
56143	19626811000001103	5700	38416020	Olanzapine 15mg orodispersible tablets	Olanzapine	15mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	August 2013
14717	91711000001108	3217	78912020	Zyprexa 5mg Velotabs (Eli Lilly and Company Ltd)	Olanzapine	5mg	Oral lyophilisate	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2009
69511	19561511000001106	6	78307020	Olanzapine 10mg tablets (Teva UK Ltd)	Olanzapine	10mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	May 2017
47498	386213008	210	00733021	Olanzapine 20mg oral lyophilisates sugar free	Olanzapine	20mg	Oral lyophilisate	Oral	00000000	Unknown	July 2012
57160	321622008	1911	38397020	Olanzapine 5mg oral lyophilisates sugar free	Olanzapine	5mg	Oral lyophilisate	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	September 2013
87124	19716711000001105	2	38783020	Olanzapine 5mg orodispersible tablets sugar free (Dr Reddy's Laboratories (UK) Ltd)	Olanzapine	5mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	November 2022
6838	305345001000027107	16498	55972020	Olanzapine 15mg Orodispersible tablet	Olanzapine	15mg	Orodispersible Tablet	Oral	04020100	Antipsychotic Products	February 2009
6023	305455001000027104	72700	81016020	Olanzapine 10mg Orodispersible tablet	Olanzapine	10mg	Orodispersible Tablet	Oral	04020100	Antipsychotic Products	February 2009
6412	305445001000027102	57973	81015020	Olanzapine 5mg Orodispersible tablet	Olanzapine	5mg	Orodispersible Tablet	Oral	04020100	Antipsychotic Products	February 2009
74834	19607011000001104	94	78199020	Olanzapine 10mg orodispersible tablets sugar free (Accord Healthcare Ltd)	Olanzapine	10mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2019
65707	19607611000001106	3	78205020	Olanzapine 20mg orodispersible tablets sugar free (Accord Healthcare Ltd)	Olanzapine	20mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	March 2016
72577	19564411000001109	1	03559020	Olanzapine 7.5mg tablets (Alliance Healthcare (Distribution) Ltd)	Olanzapine	7.5mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	July 2018
55268	17038411000001101	13	98333020	Zypadhera 300mg powder and solvent for suspension for injection vials (Eli Lilly and Company Ltd)	Olanzapine embonate monohydrate	300mg	Powder and solvent for suspension for injection	Intramuscular	04020102/04020200	Second-Generation Antipsychotic Drugs/Antipsychotic Depot Injections	May 2013
53848	19608211000001108	1	00589021	Zalasta 5mg orodispersible tablets (Consilient Health Ltd)	Olanzapine	5mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2013
63615	19591711000001104	7	03584020	Olanzapine 2.5mg tablets (Dr Reddy's Laboratories (UK) Ltd)	Olanzapine	2.5mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	July 2015
1249	321614001	1385654	83405020	Olanzapine 10mg tablets	Olanzapine	10mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2009
2656	321618003	697299	81014020	Olanzapine 2.5mg tablets	Olanzapine	2.5mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2009
82412	20313611000001109	0	40526020	Olanzapine 5mg tablets (Sandoz Ltd)	Olanzapine	5mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	January 2021
47063	19609111000001109	8589	00715021	Olanzapine 10mg orodispersible tablets sugar free	Olanzapine	10mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	April 2012
45953	5694111000001100	0	87558020	Zyprexa 10mg powder for solution for injection vials (Parapharm Development Ltd)	Olanzapine	10mg	Powder for solution for injection	Intramuscular	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	August 2011
43914	17037611000001102	3	98278020	Olanzapine embonate 210mg powder and solvent for suspension for injection vials	Olanzapine embonate monohydrate	210mg	Powder and solvent for suspension for injection	Intramuscular	04020102/04020200	Second-Generation Antipsychotic Drugs/Antipsychotic Depot Injections	November 2010
78283	19607311000001101	32	78202020	Olanzapine 15mg orodispersible tablets sugar free (Accord Healthcare Ltd)	Olanzapine	15mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	November 2019
70640	32655611000001104	1	68929021	Olanzapine 12.5mg/5ml oral suspension	Olanzapine	2.5mg/1ml	Oral suspension	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	November 2017
47093	19609411000001104	3967	00729021	Olanzapine 20mg orodispersible tablets sugar free	Olanzapine	20mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	May 2012
47055	19627011000001107	3092	00711021	Olanzapine 5mg orodispersible tablets	Olanzapine	5mg	Orodispersible tablet	Oral	00000000	Unknown	April 2012
80182	19573611000001104	0	03582020	Olanzapine 2.5mg tablets (A A H Pharmaceuticals Ltd)	Olanzapine	2.5mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	March 2020
71478	19563711000001100	1	03581020	Olanzapine 2.5mg tablets (Alliance Healthcare (Distribution) Ltd)	Olanzapine	2.5mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	January 2018
59143	19560911000001106	0	78298020	Olanzapine 2.5mg tablets (Teva UK Ltd)	Olanzapine	2.5mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	March 2014
47049	19626711000001106	3220	00717021	Olanzapine 10mg orodispersible tablets	Olanzapine	10mg	Orodispersible tablet	Oral	00000000	Unknown	April 2012
68347	19587911000001109	8	03549020	Zalasta 5mg tablets (Consilient Health Ltd)	Olanzapine	5mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	December 2016
56265	386213008	1930	38854020	Olanzapine 20mg oral lyophilisates sugar free	Olanzapine	20mg	Oral lyophilisate	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	August 2013
16103	305515001000027102	16883	90165020	Olanzapine 20mg Orodispersible tablet	Olanzapine	20mg	Orodispersible Tablet	Oral	04020100	Antipsychotic Products	February 2009
47394	3434911000001100	257	00727021	Olanzapine 15mg oral lyophilisates sugar free	Olanzapine	15mg	Oral lyophilisate	Oral	00000000	Unknown	June 2012
58147	19921111000001102	1	39304020	Olanzapine 10mg tablets (Zentiva Pharma UK Ltd)	Olanzapine	10mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	December 2013
